30726946,chemotherapy,Evidence suggests that diets inducing postprandial hyperinsulinemia may be associated with increased cancer-related mortality. The goal of this study was to assess the influence of postdiagnosis dietary insulin load and dietary insulin index on outcomes of stage III colon cancer patients.
30726940,chemotherapy,Ensuring the quality and effectiveness of counselling is imperative for enabling people living with HIV to cope with treatment adherence. Countrywide assessment of antiretroviral therapy (ART) centres was undertaken to assess the quality and effectiveness of counselling. The insights gained from the assessment are expected to build an improved understanding of the counselling aspect and contribute to informing decisions strengthening the counselling provided at ART centres.
30726934,chemotherapy,"Therapeutic administration of glucocorticoids (GC) is frequently used as add-on chemotherapy for palliative purposes during breast cancer treatment. Recent studies have shown that glucocorticoid treatment induces microRNA-708 in ovarian cancer cells, resulting in impaired tumor cell proliferation and metastasis. However, the regulatory functions of glucocorticoids on miR-708 and its downstream target genes in human breast cancer cells (BCCs) are poorly understood. In this study, we found that treatment with either the synthetic glucocorticoid Dexamethasone (DEX) or the natural glucocorticoid mimic, Antcin A (ATA) significantly increased miR-708 expression by transactivation of glucocorticoid receptor alpha (GRα) in MCF-7 and MDA-MB-231 human BCCs. Induction of miR-708 by glucocorticoid receptor (GR) agonists resulted in inhibition of cell proliferation, cell-cycle progression, cancer stem cell-like phenotype and metastasis of BCCs. In addition, GR agonist treatment or miR-708 mimic transfection remarkably inhibited IKKβ expression and suppressed NF-κB activity and its downstream target genes, including COX-2, cMYC, cyclin D1, MMP-2, MMP-9, CD24, CD44 and increased p21CIP1 and p27KIP1 that are known to be involved in proliferation, cell-cycle progression, metastasis and cancer stem cell marker protein. Breast cancer cells xenograft models indicate that treatment with GR agonists significantly reduced tumor growth, weight and volume. Overall, our data strongly suggest that GR agonists induced miR-708 and downstream suppression of NF-κB signaling which may be applicable as a novel therapeutic intervention in breast cancer treatment."
30726894,chemotherapy,"Options for medical management of patients with acute severe colitis (ASC) failing IV steroids are limited and include rescue therapy with either infliximab or ciclosporin. In patients failing infliximab, second-line rescue therapy with ciclosporin is an alternative. The aim of this study was to investigate the efficacy and safety of ciclosporin in patients with steroid-refractory ASC failing first-line rescue therapy with infliximab."
30726834,chemotherapy,"We assessed the efficacy and safety of weekly cyclophosphamide-bortezomib-dexamethasone (CBD) induction prior to autologous stem cell transplantation (ASCT) in newly diagnosed Japanese patients with multiple myeloma (MM). This regimen consisted of four 28-day cycles of once-weekly oral cyclophosphamide (300 mg/m2), subcutaneous bortezomib (1.3 mg/m2), and oral dexamethasone (40 mg). Responding patients underwent stem cell collection followed by ASCT. The primary endpoint was the postinduction rate of achieving a near complete response (nCR) or better. Among the 38 enrolled patients, a complete response (CR), an nCR, a very good partial response (VGPR), and a partial response (PR) were achieved in 10.5, 2.6, 23.7, and 36.8% of cases, respectively. A grade 4 hematological adverse event (AE) was observed in 1 patient. Grade 3-4 infection, including febrile neutropenia, was observed in 4 patients (10.5%). Although 2 patients dropped out due to AE, 94.7% of the patients completed the induction phase. However, because of a poor response to induction chemotherapy (<PR in 6 patients), poor stem cell mobilization (4 patients), and a protocol violation (1 patient), only 24 patients (63.2%) proceeded to ASCT. The 2-year progression-free and overall survivals were 55.3 and 82.7%, respectively. We thus believe that the therapeutic power of weekly CBD is not strong enough as a 3-drug induction regimen despite its feasibility for most Japanese patients."
30726822,chemotherapy,"Our patient was diagnosed with chronic myeloid leukemia (CML) in chronic phase (CP) when he was 40 years old. Although dasatinib (DAS) was prescribed during his clinical course, he was poorly compliant with the treatment. In November 20XX, at 65 years of age, he visited our hospital with leukocytosis. He was diagnosed with CML in CP and recommenced DAS at 50 mg/day, achieving a complete hematological response after 2 months. However, DAS was increased to 100 mg/day because only minimum cytogenetic response was evident even after 9 months, but CML progressed to the accelerated phase after 18 months. The ABL kinase domain mutations T315I and F317L were detected. Ponatinib (PON) was not yet approved, and he declined allogeneic stem cell transplantation therapy. He commenced interferon-α (IFN-α) in addition to DAS, and the F317L mutation (only) disappeared after 7 months; the patient achieved a major cytogenetic response. In January 20XX＋4, he commenced PON monotherapy (the drug was approved by this time) and achieved a major molecular response after 8 months. The T315I mutation disappeared during PON therapy. Although IFN-α is rarely used in the treatment of CML, this case suggests that IFN-α should be re-considered in patients with CML who exhibit tyrosine kinase inhibitor resistance."
30726787,chemotherapy,"This study was conducted to assess quality of counseling provided to type 2 diabetic patients. For this cross-sectional study, a simulated patient method was applied in 562 selected community pharmacies of Punjab, Pakistan. A scenario for the metformin oral therapy was developed that illustrates direct counseling for adult diabetic patients. Counseling and communication skills were also assessed. Descriptive statistics and chi-square tests were used for analysis. Only 29.4% of simulated patients received medication counseling directly; 47.6% received it on request. About 32.8% of clients were referred to a physician without counseling. The most frequently provided information was dietary instruction (94.8%) and dose of therapy (84.5%). Only one quarter (25.3%) of simulated patients were asked about disease duration and similar rate (25.0%) was found for discussions of special warnings. The side effects, drug storage, drug-drug interactions and duration of therapy were ignored. Minimal information was provided about other medication during therapy (0.2%) and effect of medicine withdrawal (2.7%). About 59.5% simulated patients were instructed for compliance to medication. Counseling to type 2 diabetic patients in Pakistani community pharmacies is not very satisfactory. Pharmacies' staff have little focus on counseling. Professional training of staff could improve counseling and communication skills."
30726782,chemotherapy,"Myelodysplastic/myeloproliferative neoplasm (MDS/MPN) with ring sideroblasts and thrombocytosis (MDS/MPN with RS-T), which exhibits both an increased number of marrow ring sideroblasts and thrombocytosis, is a rare disorder classified as one of the newly established forms of MDS/MPN in the WHO 2016 classification. A 77-year-old female with marked thrombocytosis of 1,024×10<sup>9</sup>/L was tentatively diagnosed with essential thrombocythemia in 2011, and the thrombocytosis was controlled using hydroxycarbamide and low-dose busulfan. In 2016, the leukocyte count increased to a peak value of 68.8×10<sup>9</sup>/L (86.6% mature neutrophils) during platelet-reduction therapy. Bone marrow aspirate exhibited hypercellularity with ring sideroblasts comprising 41.5% erythroblasts without excess myeloblasts. Cytogenetic examination demonstrated the JAK2 V617F mutation and chromosomal abnormality of 46,XX,del(20)(q1?). Furthermore, dysplastic features of erythroid and granuloid precursors, as well as many large atypical megakaryocytes, were observed. Further genetic examinations revealed the SF3B1 K700E mutation, but not amplification of the JAK2 gene or pathogenic mutations in the 13 other genes examined. A diagnosis of MDS/MPN with RS-T was established and hyperleukocytosis was controlled using a higher dose of hydroxycarbamide. Although the patient maintained a stable disease state, she became RBC transfusion-dependent. Hyperleukocytosis, regardless of chemotherapy, is rare and may be novel in this disorder."
30726735,chemotherapy,"Adaptive drug-resistance mechanisms allow human tumors to evade treatment through selection and expansion of treatment-resistant clones. Here, studying clonal evolution of tumor cells derived from human pancreatic tumors, we demonstrate that in vitro cultures and in vivo tumors are maintained by a common set of tumorigenic cells that can be used to establish clonal replica tumors (CRTs), large cohorts of animals bearing human tumors with identical clonal composition. Using CRTs to conduct quantitative assessments of adaptive responses to therapeutics, we uncovered a multitude of functionally heterogeneous subpopulations of cells with differential degrees of drug sensitivity. High-throughput isolation and deep characterization of unique clonal lineages showed genetic and transcriptomic diversity underlying functionally diverse subpopulations. Molecular annotation of gemcitabine-naive clonal lineages with distinct responses to treatment in the context of CRTs generated signatures that can predict the response to chemotherapy, representing a potential biomarker to stratify patients with pancreatic cancer."
30726709,chemotherapy,"The canonical effect of Pregnane X Receptor (PXR, NR1I2) agonism includes enhanced hepatic uptake and a concomitant increase in the first-pass metabolism and efflux of drugs in mammalian liver and intestine. In patients undergoing combination therapy, PXR-mediated gene regulation represents the molecular basis of numerous food-drug, herb-drug, and drug-drug interactions. Moreover, PXR activation promotes chemotherapeutic resistance in certain malignancies. Additional research efforts suggest that sustained PXR activation exacerbates the development of fatty liver disease. Additional metabolic effects of PXR activation in liver are the inhibition of fatty acid oxidation and gluconeogenesis. The identification of non-toxic and selective PXR antagonists is therefore of current research interest. Inhibition of PXR should decrease adverse effects, improve therapeutic effectiveness, and advance clinical outcomes in patients with cancer, fatty liver, and diabetes. This review identifies small molecule PXR antagonists described to date, discusses possible molecular mechanisms of inhibition, and seeks to describe the likely biomedical consequences of the inhibition of this nuclear receptor superfamily member."
