30727020,orthopedics,"Newer generation cementless total knee arthroplasty (TKA) implants continue to develop with demonstrated clinical success in multiple recent reports. The purpose of this study was to investigate (1) survivorship, (2) complications, and (3) clinical outcomes of a newer generation cementless and highly porous titanium-coated base plate manufactured using three-dimensional (3D) printing technology. We reviewed a single-surgeon, longitudinally maintained database of patients who underwent primary TKA using cementless, highly porous titanium-coated base plate implants from July 1, 2013 to December 31, 2016. A total of 523 patients were identified. Of this cohort, 496 patients had a minimum of 2-year follow-up and were included in our final analysis. Among these patients, 72 had bilateral TKA yielding a total of 568 TKAs. There were 133 men and 363 women who had a mean body mass index of 33 kg/m<sup>2</sup> (range, 20-61 kg/m<sup>2</sup>). The mean age was 66 years (range, 33-88 years). Average follow-up was 36 months (range, 24-48 months). Indications for TKA included osteoarthritis in 432 patients (87%), rheumatoid arthritis in 40 patients (8%), and knee osteonecrosis in 24 (5%) patients. Implant survivorship was defined as any revision leading to explantation of the base plate for any reason. Kaplan-Meier analysis was performed to determine all-cause implant survivorship at final follow-up for every patient. Complications were assessed using the Knee Society standardized list of TKA complications. Clinical outcomes were determined using the Knee Society pain and function scores. Range-of-motion values were also collected. There were a total of four failures, all were due to aseptic loosening with a survivorship rate of 99% at mean follow-up of 3 years (95% confidence interval = 0.984-0.999). In addition, there were a total of 12 surgical and 10 medical complications. Surgical complications did not affect the base plate or result in any additional implant revisions. A total of nine patients had thromboembolic disease complications; all received medical treatment and recovered adequately. Radiological evaluation did not show any signs of loosening or failures in other patients at final follow-up. Knee Society Scores for pain and function improved from 55 and 56 points preoperatively to 92 and 84 points at 2 years postoperatively. Our results are in concordance with the excellent clinical outcomes and survivorship demonstrated for the newer generation cementless TKA implants. In our experience, 3D printed titanium base plates demonstrated clinical success and excellent survivorship at minimum follow-up of 2 years."
30727016,orthopedics,"Revision anterior cruciate ligament (ACL) reconstruction is a technically demanding enterprise. Management of widened or previously malpositioned tunnels is challenging and often requires innovative approaches. The purpose of this study was to evaluate the function and clinical results of revision single-stage ACL surgery using an anterolateral tibial tunnel (ALTT). A consecutive series of knees with arthroscopic ACL revision surgery were analyzed prospectively between April 2012 and September 2015. Among the 93 patients presented with revision ACL reconstruction, 25 patients met the study inclusion criteria for the ALTT technique and were followed up for a minimum of 2 years (range: 24-51 months). The clinical results were evaluated by means of the Lysholm score, International Knee Documentation Committee (IKDC) score, and Tegner activity level scale, and the knee stability was assessed by the Lachman test, pivot shift test, and anterior drawer test. Magnetic resonance imaging (MRI) of the index knee before the surgery and 2 years after revision surgery was assessed. The mean IKDC subjective score, mean Tegner activity level scale, and mean Lysholm score significantly improved in all study participants. This study showed that ACL revision surgery with ALTT can reliably restore stability and provide fair functional outcomes in patients with ACL retear. One could expect acceptable lateral tibial tunnel length compared with medial tibial tunnel in classic ACL revision, intact bony surround, and good graft fixation. This technique is clinically relevant in that making an anterolateral tunnel in one-stage ACL revision surgery had a good subjective result with low complication rate in midterm follow-up."
30726717,orthopedics,"The pathophysiology of spinal cord injury (SCI) related processes of axonal degeneration and demyelination are poorly understood. The present systematic review and meta-analysis were performed such to establish quantitative results of animal studies regarding the role of injury severity, SCI models and level of injury on the pathophysiology of axon and myelin sheath degeneration. 39 related articles were included in the analysis. The compiled data showed that the total number of axons, number of myelinated axons, myelin sheath thickness, axonal conduction velocity, and internode length steadily decreased as time elapsed from the injury (P<sub>for trend</sub><0.0001). The rate of axonal retrograde degeneration was affected by SCI model and severity of the injury. Axonal degeneration was higher in injuries of the thoracic region. The SCI model and the site of the injury also affected axonal retrograde degeneration. The number of myelinated axons in the caudal region of the injury was significantly higher than the lesion site and the rostral region. The findings of the present meta-analysis show that the pathophysiology of axons and myelin sheath differ in various phases of SCI and are affected by multiple factors related to the injury."
30726583,orthopedics,"Ulnar shortening (US) is used for treatment of ulnar abutment, early osteoarthrosis (OA) and distal radioulnar joint (DRUJ) instability. However, it has never been strongly advocated as a mid-stage procedure to slow OA progression and reduce requirement of secondary DRUJ procedures. The study aim was to determine if a specific sigmoid notch type is likely to lead to DRUJ replacement after US."
30726281,orthopedics,"The identification of a neuropathic component to subacromial pain may lead to different pain management strategies. The purpose of this study was to adapt the Dutch modified painDETECT (mPDQ-NL) Knee, which discriminates between nociceptive and neuropathic pain, to fit patients with subacromial pain syndrome and subsequently assess its validity and reliability."
30726150,orthopedics,"Long noncoding RNA host gene 16 (SNHG16) has a key role in a variety of cancer progression. However, the role and mechanism of SNHG16 in osteosarcoma (OS) remain unknown. In this study, we examined the functional role of SNHG16 in OS cells through knocked-down SNHG16 by using siRNA. We found that SNHG16 is overexpressed in OS tissues and cell lines. Inhibition of SNHG16 reduced OS cells proliferation, stimulated apoptosis, and decreased migration and invasion. In addition, SNHG16 reduced miR-340 expression in OS cells. The results showed that SNHG16 involves in the migration and invasion of OS cells through sponging miRNA-340. Together, our data support an important role of SNHG16 in regulating OS cell invasion and migration that highlights SNHG16 may be regarded as a potential target for OS treatment."
30725160,orthopedics,To evaluate anatomical variations in the lateral ankle and their relationships with pathological conditions of the peroneal tendon on magnetic resonance imaging (MRI) in symptomatic patients.
30724791,orthopedics,"Gait variability is often associated with reduced coordination and increased instability during walking. Especially for patients with musculoskeletal conditions, variability in gait might be associated with the level of daily activity. Therefore, this study examines kinematic variability during walking and the association with daily activity in patients with transfemoral amputation. Therefore, 15 transfemoral amputees, using the C-leg prosthesis of Otto Bock, between 18 and 65 years were recruited during their hospital stay. All patients were able to walk without crutches in everyday life and were familiar with walking using the C-leg system. Gait parameters and data of variability were captured during walking in a gait laboratory by eight infrared cameras (Vicon). Daily activity was assessed using a three-dimensional acceleration sensor of VitaMove. Patients showed variability from 0.84° up to 1.96° in frontal pelvis motion and from 0.9° up to 4.02° in trunk obliquity. The results show a significant correlation between activity and variability in trunk (r=-0.58; P≤0.05) and pelvis (r=-0.63; P ≤0.01) as well as gait velocity (r=0.6; P≤0.05). However, kinematic variability and gait velocity are not related to each other. In conclusion, the results show that kinematic gait variability is associated with the extent of activity and therefore presents an important parameter for assessing amputees' gait quality and daily activity."
30724479,orthopedics,"In this study, a novel 3D printed porous titanium Cage (3D printed Cage) with interconnected pores inside was designed and manufactured. Observations by scanning electron microscopy showed that the inside of the 3D printed Cage had an octahedral porous structure, with the pores uniform in size and connected to each other. The mechanical properties test found that the Young's modulus and compressive strength of the porous structure were close to those of the bone structure, and the overall stiffness was slightly higher than that of the PEEK material, but was significantly lower than that of the titanium alloy solid module. Animal experiments indicated that the new 3D printed Cage was equivalent to PEEK Cage in fusion time. At 3 months, the new bone grew into the cage through the pores of the new 3D printed Cage surface, which had a high bone contact rate. These results demonstrate that the 3D printed porous titanium Cage has good biocompatibility and osseointegration, and has a potential clinical value as bone implants. This article is protected by copyright. All rights reserved."
30724413,orthopedics,"The objective of this study was to investigate the association between the administration of dipeptidyl peptidase-4 (DPP-4) inhibitors (cumulative duration, timing, and individual substance) and the risk of arthralgia by using a nationwide database with two methodological approaches including cohort and nested case-control study designs."
